EventId,EventTemplate,Occurrences
aa4549b8,""", e, sys.exc_info()) File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 220, in __exit__ self.force_reraise() File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 196, in force_reraise six.reraise(self.type_, self.value, self.tb) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 206, in decorated_function return function(self, context, *args, **kwargs) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 3149, in reboot_instance self._set_instance_obj_error_state(context, instance) File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 220, in __exit__ self.force_reraise() File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 196, in force_reraise six.reraise(self.type_, self.value, self.tb) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 3124, in reboot_instance bad_volumes_callback=bad_volumes_callback) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 2506, in reboot block_device_info) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 2575, in _hard_reboot block_device_info=block_device_info) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 914, in destroy destroy_disks) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 1025, in cleanup instance=instance) File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 220, in __exit__ self.force_reraise() File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 196, in force_reraise six.reraise(self.type_, self.value, self.tb) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 1013, in cleanup self._disconnect_volume(connection_info, disk_dev, instance) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 1195, in _disconnect_volume vol_driver.disconnect_volume(connection_info, disk_dev, instance) File """" usr lib python2.7 site-packages nova virt libvirt volume iscsi.py"""", line 81, in disconnect_volume super(LibvirtISCSIVolumeDriver, self).disconnect_volume(disk_dev, instance) TypeError: disconnect_volume() takes exactly 4 arguments (3 given) None""",1
cdc8c0bb,"""Error updating resources for node localhost.localdomain.: TypeError: 'NoneType' object is not iterable Traceback (most recent call last): File """" usr lib python2.7 site-packages nova compute manager.py"""", line 6752, in update_available_resource_for_node rt.update_available_resource(context, nodename) File """" usr lib python2.7 site-packages nova compute resource_tracker.py"""", line 688, in update_available_resource resources = self.driver.get_available_resource(nodename) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 5977, in get_available_resource disk_over_committed = self._get_disk_over_committed_size_total() File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 7460, in _get_disk_over_committed_size_total ctx, instance_uuids) File """" usr lib python2.7 site-packages nova objects block_device.py"""", line 271, in bdms_by_instance_uuid return base.obj_make_dict_of_lists(context, cls, bdms, 'instance_uuid') File """" usr lib python2.7 site-packages nova objects base.py"""", line 292, in obj_make_dict_of_lists for obj in obj_list: TypeError: 'NoneType' object is not iterable None""",3
d82cb15d,"""Exception during message handling: ValueError: Field `ec2_ids' cannot be None Traceback (most recent call last): File """" usr lib python2.7 site-packages oslo_messaging rpc server.py"""", line 160, in _process_incoming res = self.dispatcher.dispatch(message) File """" usr lib python2.7 site-packages oslo_messaging rpc dispatcher.py"""", line 213, in dispatch return self._do_dispatch(endpoint, method, ctxt, args) File """" usr lib python2.7 site-packages oslo_messaging rpc dispatcher.py"""", line 183, in _do_dispatch result = func(ctxt, **new_args) File """" usr lib python2.7 site-packages nova conductor manager.py"""", line 1125, in schedule_and_build_instances instance.create() File """" usr lib python2.7 site-packages oslo_versionedobjects base.py"""", line 226, in wrapper return fn(self, *args, **kwargs) File """" usr lib python2.7 site-packages nova objects instance.py"""", line 561, in create self._load_ec2_ids() File """" usr lib python2.7 site-packages nova objects instance.py"""", line 918, in _load_ec2_ids self.ec2_ids = objects.EC2Ids.get_by_instance(self._context, self) File """" usr lib python2.7 site-packages oslo_versionedobjects base.py"""", line 72, in setter field_value = field.coerce(self, name, value) File """" usr lib python2.7 site-packages oslo_versionedobjects fields.py"""", line 193, in coerce return self._null(obj, attr) File """" usr lib python2.7 site-packages oslo_versionedobjects fields.py"""", line 171, in _null raise ValueError(_(""""Field `%s' cannot be None"""") % attr) ValueError: Field `ec2_ids' cannot be None None""",1
e58cad65,"""Unexpected exception in API method: TypeError: object of type 'NoneType' has no len() Traceback (most recent call last): File """" usr lib python2.7 site-packages nova api openstack extensions.py"""", line 336, in wrapped return f(*args, **kwargs) File """" usr lib python2.7 site-packages nova api validation __init__.py"""", line 181, in wrapper return func(*args, **kwargs) File """" usr lib python2.7 site-packages nova api validation __init__.py"""", line 181, in wrapper return func(*args, **kwargs) File """" usr lib python2.7 site-packages nova api openstack compute servers.py"""", line <*> in <*> servers = self._get_servers(req, <*> File """" usr lib python2.7 site-packages nova api openstack compute servers.py"""", line 311, in _get_servers sort_keys=sort_keys, sort_dirs=sort_dirs) File """" usr lib python2.7 site-packages nova compute api.py"""", line 2457, in get_all limit = (limit - len(cell0_instances)) if limit else limit TypeError: object of type 'NoneType' has no len() None""",9
9a2c8541,"""Error updating resources for node localhost.localdomain.: TypeError: 'NoneType' object is not iterable Traceback (most recent call last): File """" usr lib python2.7 site-packages nova compute manager.py"""", line 6752, in update_available_resource_for_node rt.update_available_resource(context, nodename) File """" usr lib python2.7 site-packages nova compute resource_tracker.py"""", line 688, in update_available_resource resources = self.driver.get_available_resource(nodename) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 5977, in get_available_resource disk_over_committed = self._get_disk_over_committed_size_total() File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 7456, in _get_disk_over_committed_size_total local_instances = <*>inst.uuid: inst for inst in local_instance_list} TypeError: 'NoneType' object is not iterable None""",5
d95e1207,"""Error during ComputeManager._run_pending_deletes: TypeError: object of type 'NoneType' has no len() Traceback (most recent call last): File """" usr lib python2.7 site-packages oslo_service periodic_task.py"""", line 220, in run_periodic_tasks task(self, context) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 7140, in _run_pending_deletes LOG.debug('There are %d instances to clean', len(instances)) TypeError: object of type 'NoneType' has no len() None""",1
d12829f8,"""Error during ComputeManager._heal_instance_info_cache: TypeError: 'NoneType' object is not iterable Traceback (most recent call last): File """" usr lib python2.7 site-packages oslo_service periodic_task.py"""", line 220, in run_periodic_tasks task(self, context) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 6068, in _heal_instance_info_cache for inst in db_instances: TypeError: 'NoneType' object is not iterable None""",5
2e1a0cd9,"""Error during ComputeManager._sync_power_states: TypeError: object of type 'NoneType' has no len() Traceback (most recent call last): File """" usr lib python2.7 site-packages oslo_service periodic_task.py"""", line 220, in run_periodic_tasks task(self, context) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 6500, in _sync_power_states num_db_instances = len(db_instances) TypeError: object of type 'NoneType' has no len() None""",1
252847ed,)}) TypeError: 'NoneType' object is not iterable None,2
7b3e2eac,""", e, sys.exc_info()) File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 220, in __exit__ self.force_reraise() File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 196, in force_reraise six.reraise(self.type_, self.value, self.tb) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 206, in decorated_function return function(self, context, *args, **kwargs) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 3149, in reboot_instance self._set_instance_obj_error_state(context, instance) File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 220, in __exit__ self.force_reraise() File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 196, in force_reraise six.reraise(self.type_, self.value, self.tb) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 3124, in reboot_instance bad_volumes_callback=bad_volumes_callback) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 2506, in reboot block_device_info) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 2575, in _hard_reboot block_device_info=block_device_info) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 914, in destroy destroy_disks) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 1025, in cleanup instance=instance) File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 220, in __exit__ self.force_reraise() File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 196, in force_reraise six.reraise(self.type_, self.value, self.tb) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 1013, in cleanup self._disconnect_volume(connection_info, disk_dev, instance) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 1195, in _disconnect_volume vol_driver.disconnect_volume(connection_info, disk_dev, instance) File """" usr lib python2.7 site-packages nova virt libvirt volume iscsi.py"""", line 76, in disconnect_volume self.connector.disconnect_volume(None) File """" usr lib python2.7 site-packages os_brick utils.py"""", line 150, in trace_logging_wrapper result = f(*args, **kwargs) File """" usr lib python2.7 site-packages oslo_concurrency lockutils.py"""", line 271, in inner return f(*args, **kwargs) TypeError: disconnect_volume() takes at least 3 arguments (2 given) None""",1
622b6a3f,Ignoring Volume Error on vol None during delete disconnect_volume() takes at least 3 arguments (2 given),1
c9c98d3b,TypeError: 'NoneType' object has no attribute '__getitem__' None,33
8c9b4bef,) None TypeError: 'NoneType' object has no attribute '__getitem__' None None,4
6aab68e3,Port <*> from network info_cache is no longer associated with instance in Neutron. Removing from network info_cache.,2
44aebf8e,"Could not clean up failed build, not rescheduling. Error: 'NoneType' object has no attribute '__getitem__'",2
85222adb,Exception dispatching event <LifecycleEvent: <*> c0ca284b-5a6f-4a18-94b8-ab374cf84123 => <*> 'NoneType' object has no attribute '__getitem__',3
1553c20a,"Exception dispatching event <LifecycleEvent: 1530059118.89, c0ca284b-5a6f-4a18-94b8-ab374cf84123 => In pausa>: 'NoneType' object has no attribute '__getitem__'",1
7fd638a9,get() takes exactly 1 argument (2 given),3
0f2ef0f1,"""Unexpected exception in API method: TypeError: 'NoneType' object is not iterable Traceback (most recent call last): File """" usr lib python2.7 site-packages nova api openstack extensions.py"""", line 336, in wrapped return f(*args, **kwargs) File """" usr lib python2.7 site-packages nova api validation __init__.py"""", line 181, in wrapper return func(*args, **kwargs) File """" usr lib python2.7 site-packages nova api validation __init__.py"""", line 181, in wrapper return func(*args, **kwargs) File """" usr lib python2.7 site-packages nova api openstack compute servers.py"""", line <*> in <*> servers = self._get_servers(req, <*> File """" usr lib python2.7 site-packages nova api openstack compute servers.py"""", line 311, in _get_servers sort_keys=sort_keys, sort_dirs=sort_dirs) File """" usr lib python2.7 site-packages nova compute api.py"""", line 2449, in get_all sort_dirs=sort_dirs) File """" usr lib python2.7 site-packages nova compute api.py"""", line 2596, in _get_instances_by_filters expected_attrs=fields, sort_keys=sort_keys, sort_dirs=sort_dirs) File """" usr lib python2.7 site-packages oslo_versionedobjects base.py"""", line 184, in wrapper result = fn(cls, context, *args, **kwargs) File """" usr lib python2.7 site-packages nova objects instance.py"""", line 1252, in get_by_filters expected_attrs) File """" usr lib python2.7 site-packages nova objects instance.py"""", line 1196, in _make_instance_list for db_inst in db_inst_list: TypeError: 'NoneType' object is not iterable None""",9
7d5b1608,Failed to revert task state for instance. Error: 'NoneType' object is not iterable,2
ef42c00b,"""Error during <*> TypeError: 'NoneType' object is not iterable Traceback (most recent call last): File """" usr lib python2.7 site-packages oslo_service periodic_task.py"""", line 220, in run_periodic_tasks task(self, context) File """" usr lib python2.7 site-packages nova compute manager.py"""", line <*> in <*> use_slave=True) File """" usr lib python2.7 site-packages oslo_versionedobjects base.py"""", line 177, in wrapper args, kwargs) File """" usr lib python2.7 site-packages nova conductor rpcapi.py"""", line 240, in object_class_action_versions args=args, kwargs=kwargs) File """" usr lib python2.7 site-packages oslo_messaging rpc client.py"""", line 122, in call result = self.transport._send(self.target, msg_ctxt, msg, wait_for_reply=True, timeout=timeout, retry=self.retry) File """" usr lib python2.7 site-packages oslo_messaging transport.py"""", line 123, in _send timeout=timeout, retry=retry) File """" usr lib python2.7 site-packages oslo_messaging _drivers amqpdriver.py"""", line 566, in send retry=retry) File """" usr lib python2.7 site-packages oslo_messaging _drivers amqpdriver.py"""", line 557, in _send raise result TypeError: 'NoneType' object is not iterable Traceback (most recent call last): None File """" usr lib python2.7 site-packages nova conductor manager.py"""", line 124, in _object_dispatch return getattr(target, method)(*args, **kwargs) None File """" usr lib python2.7 site-packages oslo_versionedobjects base.py"""", line 184, in wrapper result = fn(cls, context, *args, **kwargs) None File """" usr lib python2.7 site-packages nova objects instance.py"""", line 1267, in get_by_host expected_attrs) None File """" usr lib python2.7 site-packages nova objects instance.py"""", line 1196, in _make_instance_list for db_inst in db_inst_list: None TypeError: 'NoneType' object is not iterable None None""",7
2abe7800,""", use_slave=True) File """" usr lib python2.7 site-packages oslo_versionedobjects base.py"""", line 177, in wrapper args, kwargs) File """" usr lib python2.7 site-packages nova conductor rpcapi.py"""", line 240, in object_class_action_versions args=args, kwargs=kwargs) File """" usr lib python2.7 site-packages oslo_messaging rpc client.py"""", line 122, in call result = self.transport._send(self.target, msg_ctxt, msg, wait_for_reply=True, timeout=timeout, retry=self.retry) File """" usr lib python2.7 site-packages oslo_messaging transport.py"""", line 123, in _send timeout=timeout, retry=retry) File """" usr lib python2.7 site-packages oslo_messaging _drivers amqpdriver.py"""", line 566, in send retry=retry) File """" usr lib python2.7 site-packages oslo_messaging _drivers amqpdriver.py"""", line 557, in _send raise result TypeError: 'NoneType' object is not iterable Traceback (most recent call last): None File """" usr lib python2.7 site-packages nova conductor manager.py"""", line 124, in _object_dispatch return getattr(target, method)(*args, **kwargs) None File """" usr lib python2.7 site-packages oslo_versionedobjects base.py"""", line 184, in wrapper result = fn(cls, context, *args, **kwargs) None File """" usr lib python2.7 site-packages nova objects instance.py"""", line 1267, in get_by_host expected_attrs) None File """" usr lib python2.7 site-packages nova objects instance.py"""", line 1196, in _make_instance_list for db_inst in db_inst_list: None TypeError: 'NoneType' object is not iterable None None""",10
7366954a,"""= ec2utils.id_to_ec2_inst_id(instance.uuid) File """" usr lib python2.7 site-packages nova api ec2 ec2utils.py"""", line 188, in id_to_ec2_inst_id int_id = get_int_id_from_instance_uuid(ctxt, instance_id) File """" usr lib python2.7 site-packages nova api ec2 ec2utils.py"""", line 49, in memoizer value = func(context, reqid) File """" usr lib python2.7 site-packages nova api ec2 ec2utils.py"""", line 301, in get_int_id_from_instance_uuid return imap.id AttributeError: 'NoneType' object has no attribute 'id' None""",2
53a5a044,"""Error updating resources for node localhost.localdomain.: TypeError: 'NoneType' object is not iterable Traceback (most recent call last): File """" usr lib python2.7 site-packages nova compute manager.py"""", line 6756, in update_available_resource_for_node rt.update_available_resource(context, nodename) File """" usr lib python2.7 site-packages nova compute resource_tracker.py"""", line 688, in update_available_resource resources = self.driver.get_available_resource(nodename) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 5977, in get_available_resource disk_over_committed = self._get_disk_over_committed_size_total() File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line 7463, in _get_disk_over_committed_size_total ctx, filters, use_slave=True) File """" usr lib python2.7 site-packages oslo_versionedobjects base.py"""", line 177, in wrapper args, kwargs) File """" usr lib python2.7 site-packages nova conductor rpcapi.py"""", line 240, in object_class_action_versions args=args, kwargs=kwargs) File """" usr lib python2.7 site-packages oslo_messaging rpc client.py"""", line 122, in call result = self.transport._send(self.target, msg_ctxt, msg, wait_for_reply=True, timeout=timeout, retry=self.retry) File """" usr lib python2.7 site-packages oslo_messaging transport.py"""", line 123, in _send timeout=timeout, retry=retry) File """" usr lib python2.7 site-packages oslo_messaging _drivers amqpdriver.py"""", line 566, in send retry=retry) File """" usr lib python2.7 site-packages oslo_messaging _drivers amqpdriver.py"""", line 557, in _send raise result TypeError: 'NoneType' object is not iterable Traceback (most recent call last): None File """" usr lib python2.7 site-packages nova conductor manager.py"""", line 124, in _object_dispatch return getattr(target, method)(*args, **kwargs) None File """" usr lib python2.7 site-packages oslo_versionedobjects base.py"""", line 184, in wrapper result = fn(cls, context, *args, **kwargs) None File """" usr lib python2.7 site-packages nova objects instance.py"""", line 1252, in get_by_filters expected_attrs) None File """" usr lib python2.7 site-packages nova objects instance.py"""", line 1196, in _make_instance_list for db_inst in db_inst_list: None TypeError: 'NoneType' object is not iterable None None""",5
00222bb8,"""Error during ComputeManager._run_pending_deletes: TypeError: 'NoneType' object is not iterable Traceback (most recent call last): File """" usr lib python2.7 site-packages oslo_service periodic_task.py"""", line 220, in run_periodic_tasks task(self, context) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 7143, in _run_pending_deletes context, filters, expected_attrs=attrs, use_slave=True) File """" usr lib python2.7 site-packages oslo_versionedobjects base.py"""", line 177, in wrapper args, kwargs) File """" usr lib python2.7 site-packages nova conductor rpcapi.py"""", line 240, in object_class_action_versions args=args, kwargs=kwargs) File """" usr lib python2.7 site-packages oslo_messaging rpc client.py"""", line 122, in call result = self.transport._send(self.target, msg_ctxt, msg, wait_for_reply=True, timeout=timeout, retry=self.retry) File """" usr lib python2.7 site-packages oslo_messaging transport.py"""", line 123, in _send timeout=timeout, retry=retry) File """" usr lib python2.7 site-packages oslo_messaging _drivers amqpdriver.py"""", line 566, in send retry=retry) File """" usr lib python2.7 site-packages oslo_messaging _drivers amqpdriver.py"""", line 557, in _send raise result TypeError: 'NoneType' object is not iterable Traceback (most recent call last): None File """" usr lib python2.7 site-packages nova conductor manager.py"""", line 124, in _object_dispatch return getattr(target, method)(*args, **kwargs) None File """" usr lib python2.7 site-packages oslo_versionedobjects base.py"""", line 184, in wrapper result = fn(cls, context, *args, **kwargs) None File """" usr lib python2.7 site-packages nova objects instance.py"""", line 1252, in get_by_filters expected_attrs) None File """" usr lib python2.7 site-packages nova objects instance.py"""", line 1196, in _make_instance_list for db_inst in db_inst_list: None TypeError: 'NoneType' object is not iterable None None""",1
8fe5e47c,""")}) File """" usr lib python2.7 site-packages oslo_versionedobjects base.py"""", line 184, in wrapper result = fn(cls, context, *args, **kwargs) File """" usr lib python2.7 site-packages nova objects instance.py"""", line 1252, in get_by_filters expected_attrs) File """" usr lib python2.7 site-packages nova objects instance.py"""", line 1196, in _make_instance_list for db_inst in db_inst_list: TypeError: 'NoneType' object is not iterable None""",3
4cc9541b,""", e, sys.exc_info()) File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 220, in __exit__ self.force_reraise() File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 196, in force_reraise six.reraise(self.type_, self.value, self.tb) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 239, in decorated_function return function(self, context, *args, **kwargs) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 1521, in terminate_instance do_terminate_instance(instance, bdms) File """" usr lib python2.7 site-packages oslo_concurrency lockutils.py"""", line 271, in inner return f(*args, **kwargs) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 1520, in do_terminate_instance self._set_instance_obj_error_state(context, instance) File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 220, in __exit__ self.force_reraise() File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 196, in force_reraise six.reraise(self.type_, self.value, self.tb) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 1514, in do_terminate_instance self._delete_instance(context, instance, bdms) File """" usr lib python2.7 site-packages nova hooks.py"""", line 154, in inner rv = f(*args, **kwargs) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 1484, in _delete_instance self._shutdown_instance(context, instance, bdms) File """" usr lib python2.7 site-packages nova compute manager.py"""", line <*> in _shutdown_instance <*> instance, requested_networks) File """" usr lib python2.7 site-packages nova compute manager.py"""", line <*> in _try_deallocate_network self._set_instance_obj_error_state(context, instance) File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 220, in __exit__ self.force_reraise() File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 196, in force_reraise six.reraise(self.type_, self.value, self.tb) File """" usr lib python2.7 site-packages nova compute manager.py"""", line <*> in _try_deallocate_network <*> instance, requested_networks) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 1081, in _deallocate_network self.network_api.deallocate_for_instance(context, instance, requested_networks=requested_networks) File """" usr lib python2.7 site-packages nova network neutronv2 api.py"""", line 1184, in deallocate_for_instance neutron = get_client(context) File """" usr lib python2.7 site-packages nova network neutronv2 api.py"""", line 149, in get_client if admin or (context.is_admin and not context.auth_token): AttributeError: 'NoneType' object has no attribute 'is_admin' None""",2
f9547a6c,None TypeError: 'NoneType' object has no attribute '__getitem__' None None,1
0a102ea5,Failed to revert task state for instance. Error: Remote error: DetachedInstanceError Instance <Instance at 0x7fe0a761c910> is not bound to a Session; attribute refresh operation cannot proceed,1
1544fa1c,Failed to revert task state for instance. Error: 'NoneType' object has no attribute <*>,4
ec7fa6ce,"""Unexpected exception in API method: AttributeError: 'NoneType' object has no attribute 'filter_by' Traceback (most recent call last): File """" usr lib python2.7 site-packages nova api openstack extensions.py"""", line 336, in wrapped return f(*args, **kwargs) File """" usr lib python2.7 site-packages nova api openstack compute servers.py"""", line 441, in show instance = self._get_server(context, req, id, is_detail=True) File """" usr lib python2.7 site-packages nova api openstack compute servers.py"""", line 346, in _get_server expected_attrs=expected_attrs) File """" usr lib python2.7 site-packages nova api openstack common.py"""", line 478, in get_instance expected_attrs=expected_attrs) File """" usr lib python2.7 site-packages nova compute api.py"""", line 2327, in get expected_attrs) File """" usr lib python2.7 site-packages nova compute api.py"""", line 2287, in _get_instance context, instance_uuid, expected_attrs=expected_attrs) File """" usr lib python2.7 site-packages oslo_versionedobjects base.py"""", line 184, in wrapper result = fn(cls, context, *args, **kwargs) File """" usr lib python2.7 site-packages nova objects instance.py"""", line 467, in get_by_uuid use_slave=use_slave) File """" usr lib python2.7 site-packages nova db sqlalchemy api.py"""", line 237, in wrapper return f(*args, **kwargs) File """" usr lib python2.7 site-packages nova objects instance.py"""", line 459, in _db_instance_get_by_uuid columns_to_join=columns_to_join) File """" usr lib python2.7 site-packages nova db api.py"""", line 744, in instance_get_by_uuid return IMPL.instance_get_by_uuid(context, uuid, columns_to_join) File """" usr lib python2.7 site-packages nova db sqlalchemy api.py"""", line 202, in wrapper return f(*args, **kwargs) File """" usr lib python2.7 site-packages nova db sqlalchemy api.py"""", line 267, in wrapped return f(context, *args, **kwargs) File """" usr lib python2.7 site-packages nova db sqlalchemy api.py"""", line 1209, in instance_get_by_uuid return _instance_get_by_uuid(context, uuid, columns_to_join=columns_to_join) File """" usr lib python2.7 site-packages nova db sqlalchemy api.py"""", line 1212, in _instance_get_by_uuid result = _build_instance_get(context, columns_to_join=columns_to_join).filter_by(uuid=uuid).first() AttributeError: 'NoneType' object has no attribute 'filter_by' None""",6
6b56e0ae,""") File """" usr lib python2.7 site-packages oslo_versionedobjects base.py"""", line 177, in wrapper args, kwargs) File """" usr lib python2.7 site-packages nova conductor rpcapi.py"""", line 240, in object_class_action_versions args=args, kwargs=kwargs) File """" usr lib python2.7 site-packages oslo_messaging rpc client.py"""", line 122, in call result = self.transport._send(self.target, msg_ctxt, msg, wait_for_reply=True, timeout=timeout, retry=self.retry) File """" usr lib python2.7 site-packages oslo_messaging transport.py"""", line 123, in _send timeout=timeout, retry=retry) File """" usr lib python2.7 site-packages oslo_messaging _drivers amqpdriver.py"""", line 566, in send retry=retry) File """" usr lib python2.7 site-packages oslo_messaging _drivers amqpdriver.py"""", line 557, in _send raise result TypeError: 'NoneType' object is not iterable Traceback (most recent call last): None File """" usr lib python2.7 site-packages nova conductor manager.py"""", line 124, in _object_dispatch return getattr(target, method)(*args, **kwargs) None File """" usr lib python2.7 site-packages oslo_versionedobjects base.py"""", line 184, in wrapper result = fn(cls, context, *args, **kwargs) None File """" usr lib python2.7 site-packages nova objects instance.py"""", line 1275, in get_by_host_and_node expected_attrs) None File """" usr lib python2.7 site-packages nova objects instance.py"""", line 1196, in _make_instance_list for db_inst in db_inst_list: None TypeError: 'NoneType' object is not iterable None None""",11
45a29288,"""Error updating resources for node localhost.localdomain.: InvalidDiskInfo: Il file di informazioni sul disco non \xe8 valido: Impossibile eseguire qemu-img su var lib nova instances <*> disk : Unexpected error while running command. Traceback (most recent call last): File """" usr lib python2.7 site-packages nova compute manager.py"""", line 6752, in update_available_resource_for_node rt.update_available_resource(context, nodename) File """" usr lib python2.7 site-packages nova compute resource_tracker.py"""", line 688, in update_available_resource resources = self.driver.get_available_resource(nodename) File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line <*> in get_available_resource disk_over_committed = self._get_disk_over_committed_size_total() File """" usr lib python2.7 site-packages nova virt libvirt driver.py"""", line <*> in _get_disk_over_committed_size_total <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> File """" usr lib python2.7 site-packages nova virt images.py"""", line 82, in qemu_img_info raise exception.InvalidDiskInfo(reason=msg) InvalidDiskInfo: Il file di informazioni sul disco non \xe8 valido: Impossibile eseguire qemu-img su var lib nova instances <*> disk : Unexpected error while running command. Command: usr bin python2 -m oslo_concurrency.prlimit --as=1073741824 --cpu=30 -- env LC_ALL=C LANG=C qemu-img info var lib nova instances <*> disk --force-share Exit code: 1 Stdout: u'' Stderr: u""""qemu-img: Could not open ' var lib nova instances <*> disk': Could not open ' var lib nova instances <*> disk': No such file or directory\n"""" None""",2
50fcf2f8,"""= ec2utils.id_to_ec2_inst_id(instance.uuid) File """" usr lib python2.7 site-packages nova api ec2 ec2utils.py"""", line 188, in id_to_ec2_inst_id int_id = get_int_id_from_instance_uuid(ctxt, instance_id) File """" usr lib python2.7 site-packages nova api ec2 ec2utils.py"""", line 49, in memoizer value = func(context, reqid) File """" usr lib python2.7 site-packages nova api ec2 ec2utils.py"""", line 300, in get_int_id_from_instance_uuid imap = objects.EC2InstanceMapping.get_by_uuid(context, instance_uuid) File """" usr lib python2.7 site-packages oslo_versionedobjects base.py"""", line 184, in wrapper result = fn(cls, context, *args, **kwargs) File """" usr lib python2.7 site-packages nova objects ec2.py"""", line 50, in get_by_uuid db_imap = db.ec2_instance_get_by_uuid(context, instance_uuid) File """" usr lib python2.7 site-packages nova db api.py"""", line 1988, in ec2_instance_get_by_uuid return IMPL.ec2_instance_get_by_uuid(context, instance_uuid) File """" usr lib python2.7 site-packages nova db sqlalchemy api.py"""", line 202, in wrapper return f(*args, **kwargs) File """" usr lib python2.7 site-packages nova db sqlalchemy api.py"""", line 257, in wrapped return f(context, *args, **kwargs) File """" usr lib python2.7 site-packages nova db sqlalchemy api.py"""", line 3628, in ec2_instance_get_by_uuid result = _ec2_instance_get_query(context).filter_by(uuid=instance_uuid).first() AttributeError: 'NoneType' object has no attribute 'filter_by' None""",1
